Title,Season,Episode,Description,Duration,Year,Director,Rating
"Nightmare of Eden, Part Four",17,16,"<p>The Doctor solves the problem of who the smugglers are and how they are transferring the drugs. With the help of the Doctor and Romana, Stott and Fisk make plans to capture the culprits before they can escape.</p>",25,1979,Graham Williams,8.4
"The Horns of Nimon, Part One",17,17,"<p>The Doctor decides to modify some of the TARDIS's systems, so disables most of the major ships systems. During this process, they encounter a stranded ship from Skonnos. They the assist the remaining crew member who then kidnaps Romana and leaves the Doctor stranded in the TARDIS.</p>",25,1979,Kenny McBain,8.6
"The Horns of Nimon, Part Two",17,18,"<p>Upon arriving on Skonnos, Romana and the Athenian sacrifices are forced into the power complex of the Nimon. The Doctor then arrives on Skonnos searching for the missing Romana.</p>",25,1979,Kenny McBain,8.2
"The Horns of Nimon, Part Three",17,19,"<p>As they travel deeper into the Nimon power complex, the Doctor and Romana start to suspect that there is a lot more to the Nimon than meets the eye and that they may be seeing the start of a invasion of the planet Skonnos.</p>",25,1980,Kenny McBain,8
"The Horns of Nimon, Part Four",17,20,"<p>Arriving on the dying world of Crinoth at the other end of the black hole transmat system the Nimon has built, Romana discovers the truth behind the motives of the Nimon and their promises to the people of Skonnos. The Doctor then attempts to foil the invasion plans before the Nimon horde can arrive.</p>",25,1980,Kenny McBain,8
"Shada, Part One",17,21,"<p>The Doctor and Romana visit Chronotis, a retired Time Lord living in Cambridge, who admits that he's lost a book dating back to the time of Rassilon and needs their help to find it. In fact, he's accidentally lent it out to graduate student Chris Parsons, who soon realizes that this is an extraordinary text indeed. The book is also sought by the evil scientist Skagra, who has developed a sphere capable of drawing its victims' minds out of their bodies. Skagra needs the book to reach the Time Lord prison Shada, which even the Time Lords have forgotten. Long ago they imprisoned the criminal Salyavin there, as punishment for using his powers to transfer his mind into other people's bodies. Chronotis is eventually forced to admit that he himself is Salyavin; he escaped long ago and used his powers to cause the Time Lords to forget about his prison. However, he's now repented of his crimes and wishes to live a quiet, peaceful life. Skagra drains Chronotis's mind and thus acquires the ability to transfer his own mind into other bodies; with the aid of the sphere and his crystalline servants, the Krargs, he will spread his own mind throughout the Universe and become immortal. However, when the Doctor pretends to be stupid, the sphere fails to drain his mind completely. He thus survives, and since there's a copy of his mind inside the sphere, he is able to use the resonance to turn Skagra's possessed slaves against him. Skagra is imprisoned by his own Ship, and Chronotis returns to Earth to resume his peaceful retirement.</p>",25,,Pennant Roberts,8.2
"Shada, Part Two",17,22,"<p>See Shada, Part One for the full summary of all six Parts.</p>",25,,Pennant Roberts,8.2
"Shada, Part Three",17,23,"<p>See Shada, Part One for the full summary of all six Parts.</p>",25,,Pennant Roberts,8.3
"Shada, Part Four",17,24,"<p>See Shada, Part One for the full summary of all six Parts.</p>",25,,Pennant Roberts,8.5
"Shada, Part Five",17,25,"<p>See Shada, Part One for the full summary of all six Parts.</p>",25,,Pennant Roberts,8.3
"Shada, Part Six",17,26,"<p>See Shada, Part One for the full summary of all six Parts.</p>",25,,Pennant Roberts,8.3
"The Leisure Hive, Part One",18,1,,25,1980,N/A,8.5
"The Leisure Hive, Part Two",18,2,,25,1980,N/A,9
"The Leisure Hive, Part Three",18,3,,25,1980,N/A,8.8
"The Leisure Hive, Part Four",18,4,,25,1980,N/A,9
"Meglos, Part One",18,5,"<p>The Doctor, Romana and K-9 arrive on the forest planet Tygella, where the native Tygellans now live in a underground city, due to the carnivorous plants. Where the Doctor finds he has been wrongly accused of stealing the Dodechedron, the city's power source. Only to discover the culprit is Meglos, the cactus-like last survivor of the desert planet Zolfa-Thura and he bids to return the Dodechedron to Zolfa-Thura for his own evil purpose and plans to use it as a powerful weapon and he plans to wipe out Tigella.</p>",25,1980,N/A,8.4
"Meglos, Part Two",18,6,"<p>With the TARDIS occupants trapped in a chronic histeratic loop (forever reliving the same moment in time), the devious Meglos - disguised as the Doctor - gains the trust of the Tigellans along with full and private access to their power chamber.</p>",25,1980,N/A,8.4
"Meglos, Part Three",18,7,"<p>With the dodecahedron gone, the city goes power critical. Its death, imminent. With Romana seeking escape from Meglos' pirates, and Meglos seeking escape from the sealed-up city, and the Doctor himself seeking to understand what's been going on (and why everybody wants him arrested), religious factions move in to take over the city.</p>",25,1980,N/A,8.4
"Meglos, Part Four",18,8,"<p>With the Doctor about to be ritualistically sacrificed to appease the god Ti for stealing the dodecahedron, Meglos and the pirates return to Zolfa-Thura with the dodecahedron to fire up an ancient weapon and blast Tigella out of existence.</p>",25,1980,N/A,8.6
"Full Circle, Part One",18,9,"<p>In answer to a summons from the Time Lords, the Doctor heads the TARDIS for Gallifrey where he must return Romana, but having tasted adventure and seen foreign worlds, she's none too happy about the return. Their journey, however, is interrupted by a rare space/time phenomena that lands them - not on Gallifrey - but on Alzarius. There, humanoid inhabitants begin to encounter an infrequent but regular cycle of perilous weather, called Mistfall, that coincides with the emergence of dangerous creatures.</p>",25,1980,Peter Grimwade,8.4
"Full Circle, Part Two",18,10,"<p>As the humanoid community takes refuge in their crashed spaceship, venomous marsh spiders begin to hatch from the local fruit while bestial marshmen emerge from the waters to walk the land. It is quite apparent that the marshmen desire entry into the spaceship. Meanwhile, as a curious marshchild shadows the Doctor, a group of teen rebels decides to take over the TARDIS.</p>",25,1980,N/A,8.4
"Full Circle, Part Three",18,11,"<p>Infection from a spider bite causes Romana's personality to change. Meanwhile the Doctor, after discovering that the spaceship society is in a perpetual state of repair and upgrade, has morality issues with the ship's leading scientist who readies himself to perform gruesome experiments on the live marshchild while it's fully conscious.</p>",25,1980,N/A,8.8
"Full Circle, Part Four",18,12,"<p>Marshmen invade the Terradonian ship thanks to Romana, who seems to be in communion with them. While the ship's inhabitants flee for their lives, the Doctor discovers a crucial fact why these humanoids can never return to the planet Terradon.</p>",25,1980,N/A,8.8
"State of Decay, Part One",18,13,,25,1980,Peter Moffatt,9
"State of Decay, Part Two",18,14,,25,1980,Peter Moffatt,8.8
"State of Decay, Part Three",18,15,,25,1980,Peter Moffatt,8.8
"State of Decay, Part Four",18,16,,25,1980,Peter Moffatt,8.8
"Warriors' Gate, Part One",18,17,,25,1981,N/A,9
"Warriors' Gate, Part Two",18,18,,25,1981,N/A,9
"Warriors' Gate, Part Three",18,19,,25,1981,N/A,9
"Warriors' Gate, Part Four",18,20,,25,1981,N/A,9
"The Keeper of Traken, Part One",18,21,"<p>Returning to N-Space, The Doctor and Adric are summoned to Traken, a planet of peace and harmony. The Keeper of Traken is nearing the end of his 1000-year-old reign and one of the Traken consuls is to become the next Keeper. The Doctor, Adric, Tremas (the Keeper Nominate) and Nyssa (his daughter) set about to stop the Melkur, a calcified figure believed to be a ""Source of Evil"" trying to destroy the Traken Union, only to later discover it is the guise of a old enemy of the Doctor - The Master - who plans to take control of The Source (the keystone of Union) so he can regenerate into a new body.</p>",25,1981,N/A,8.8
"The Keeper of Traken, Part Two",18,22,"<p>Tremas claims counselor privilege to protect the Doctor and Adric from execution, though it binds his fate to theirs if they're found guilty of murder. Melkur strengthens his hold over Kassia while Seron decides to have rapport with The Keeper to learn truth, and Adric finds evidence of another TARDIS in the area.</p>",25,1981,N/A,8.7
"The Keeper of Traken, Part Three",18,23,"<p>With Tremas falling under suspicion, due to his association with the Doctor, a new Keeper Nominate is named. Now, with everything in place, Melkur has only a short wait before his full malevolence can unfold.</p>",25,1981,N/A,9
"The Keeper of Traken, Part Four",18,24,"<p>With the merciless Melkur in control of The Source, the Doctor and his allies have only a slim chance of deposing him, which also puts the peace of the Traken Union in severe jeopardy.</p>",25,1981,N/A,8.7
"Logopolis, Part One",18,25,"<p>Preparing to overhaul his TARDIS, the Doctor goes to Earth to take fresh measurements of a police box. A figure in white observes, as the Master lies in wait with a puzzling predicament for his rival Time Lord.</p>",25,1981,N/A,9
"Logopolis, Part Two",18,26,"<p>With the threat of doom ever-present, the Doctor and Adric press on for Logopolis, where the muttered mathematical incantations of its people can completely overhaul the TARDIS. En route they discover an accidental yet demanding passenger on board while, all the while, the Master secretively journeys with them to ensnare the Doctor in a diabolical trap.</p>",25,1981,N/A,8.8
"Logopolis, Part Three",18,27,"<p>With Nyssa from Traken unexpectedly rejoining the group, Adric aids the Monitor of Logopolis in trying to save the Doctor before time runs out. The Master, at liberty to prepare, is finally ready to reveal his true target, which unknowingly sets off the biggest catastrophe of all time.</p>",25,1981,N/A,9.2
"Logopolis, Part Four",18,28,"<p>With the universe collapsing, the Doctor forms an uneasy alliance with the Master to save it. In case all does not go well, the Watcher takes the Doctor's companions to a safe place, but his plans for them don't stop there. The one hope for all lies back on Earth.</p>",25,1981,N/A,9.2
"Castrovalva, Part One",19,1,<p>The Doctor has regenerated but it hasn't gone well. He's mentally unraveling and needs a place to rest beyond outside influences. Unfortunately the Master has laid a trap for the TARDIS that denies the Doctor undisturbed recovery time.</p>,25,1982,N/A,8.4
"Castrovalva, Part Two",19,2,"<p>To avoid falling into Event One (the Big Bang), the Doctor must convert mass into momentum by having the TARDIS jettison a quarter of itself. Unfortunately it can not be known which rooms will be ejected.</p>",25,1982,N/A,8.2
"Castrovalva, Part Three",19,3,"<p>The city of Castrovalva and its untroubled people would seen an ideal place for the Doctor to recover, but a dire warning from Adric, held captive by The Master, makes it seen less so.</p>",25,1982,N/A,8.8
"Castrovalva, Part Four",19,4,"<p>The Doctor discovers Castrovalva is a cursive occlusion, an impossible yet manifested Escheresque environment, with all pathways, no matter which direction one goes, leading back to the same point. It is a trap laid by the Master with no apparent way out.</p>",25,1982,N/A,8.8
"Four to Doomsday, Part One",19,5,"<p>The arrival of the TARDIS is observed by three Urbankans via their manipticon devices. Intrigued, they begin dividing the Doctor's friends, and disguising themselves as humans.</p>",25,1982,N/A,8.8
"Four to Doomsday, Part Two",19,6,"<p>As the Doctor meets the representatives of humanity aboard the Urbankan ship, a Grecian philosopher reveals a bizarre secret about Monarch and his methods.</p>",25,1982,N/A,8.5
"Four to Doomsday, Part Three",19,7,"<p>Panicking, Tegan accidentally pilots the TARDIS into space, while Lin Fitu betrays the Doctor and Bigon to Monarch, who demands they be beheaded as punishment.</p>",25,1982,N/A,8.3
"Four to Doomsday, Part Four",19,8,"<p>The Doctor takes a dangerous spacewalk to rescue Tegan, while Nyssa and Bigon keep the Urbankans distracted and Adric decides exactly whose side he is on.</p>",25,1982,N/A,8.5
"Kinda, Part One",19,9,"<p>On Deva Loka, a sylvan paradise planet with no predators, diseases or civilized roadways, Nyssa (due to Monarch's two attempts to turn her into an android) stays in the TARDIS to fully recover from mild mental disorientation, under the Doctor's Delta Wave Augmenter while the others go exploring. The Doctor and Adric find a survey team assessing the planet for colonization, and cracking under the stress of three fellow members (half the crew) disappearing without a trace. There's also a primitive and almost entirely speechless native culture on hand who curiously have about them a few items of technically advanced skill and knowledge. Meanwhile Tegan succumbs to a dreaming tree where an evil entity awaits a catalyst for entering the real world.</p>",25,1982,N/A,8
"Kinda, Part Two",19,10,"<p>Left in charge by Sanders, Security Man Hindle - unhinged and in complete control of the two Kinda hostages - locks up the others while he primes the dome for a 50 mile perimeter of deforestation through acid and fire, having ""reasoned out"" that the trees and plants are a threat. Adric perpetrates a ruse to help the Doctor and Todd but is caught and about to be punished when Sanders returns, a changed man. Sanders bears a gift for Hindle - a box given him by a Kinda mystic elder, which may be dangerous and which the Doctor is forced to open. Meanwhile, Tegan is shown herself in the dream world and left to determine which of her selves is real.</p>",25,1982,N/A,8.2
"Kinda, Part Three",19,11,"<p>Todd and the Doctor receive a telepathic invitation to visit the Kinda's blind matriarch and her ward in a cave. Meanwhile, Hinkle is finally set to reduce the dome to its ""base chemical constituents"" but stops to relax and build a toy city. Tegan is out cold after the snake tattoo of the Mara leaves her arm to possess Aris, giving Aris voice and, through it, the ability to lead his people to their destruction.</p>",25,1982,N/A,8.2
"Kinda, Part Four",19,12,"<p>With a frightening vision of what's to come from Panna (the Kinda's blind visionary), the Doctor must break Hindle's control over the Kinda hostages and stop his deforestation plan, then send the Mara back to The Dark Places of the Inside from whence it came before it can destroy the Kinda and head out to topple civilizations.</p>",25,1982,N/A,8.4
"The Visitation, Part One",19,13,"<p>The TARDIS returns Tegan to Heathrow Airport: Tall trees, peaceful, clear skies, thriving vegetation and a touch of sulfur in the air. Obviously the TARDIS is a little out of date (about three hundred years or so), but upon looking around the Doctor finds there's more amiss than his navigational controls, all arising after a recent comet crash that was not on Earth's schedule.</p>",25,1982,Peter Moffatt,7.8
"The Visitation, Part Two",19,14,"<p>To rescue Tegan and Adric, captured and interrogated by the Terileptil fugitive leader, the Doctor must get past the locals under alien control and overcome Death (an android servant dressed up as The Grim Reaper).</p>",25,1982,Peter Moffatt,7.8
"The Visitation, Part Three",19,15,"<p>The Doctor makes the fugitive Terileptils a rare offer they shouldn't refuse; but, though few in numbers, they have a plan in the works for the quick and complete domination of Earth and mean to see it through.</p>",25,1982,Peter Moffatt,8
"The Visitation, Part Four",19,16,"<p>With Tegan and Richard under alien control, and the manor sealed against anyone leaving or entering, it's a question whether or not the Doctor can get to London before the Terileptils release their improved strain of black death upon the world.</p>",25,1982,Peter Moffatt,8.8
"Black Orchid, Part One",19,17,"<p>A murder is committed in Cranleigh Hall .The Cranleighs ask the Doctor to play cricket and then join them for a masked ball, enabling the killer to hide in plain sight.</p>",25,1982,Ron Jones,9
"Black Orchid, Part Two",19,18,"<p>The Doctor stands accused of murder, despite Lady Cranleigh knowing he is innocent. What is the secret she is protecting that allows her to let an innocent man go to jail?</p>",25,1982,Ron Jones,9
"Earthshock, Part One",19,19,"<p>The Doctor lands the Tardis in an underground cavern on 26th century Earth. Then the Doctor, Tegan, Nyssa and Adric become embroiled in the search for a team of missing scientists being preformed by the military.</p>",25,1982,N/A,8.6
"Earthshock, Part Two",19,20,"<p>The Doctor discovers a bomb planted by the Cybermen, disarms it and then materializes the Tardis onto a freighter orbiting the Earth where mysterious murders are also being committed.</p>",25,1982,N/A,8.4
"Earthshock, Part Three",19,21,"<p>Captain Briggs takes the Doctor prisoner, suspecting him of being behind the murders on board. Meanwhile the Cybermen start the process of taking over the ship with the help of a traitorous crew member. The Cybermen also start reviving other Cybermen who are hidden away as cargo.</p>",25,1982,N/A,8.4
"Earthshock, Part Four",19,22,<p>The Cybermen have taken over the bridge of the freighter. They fit a device onto the freighters control panel that will cause the ship to explode. The ships fuel will cause a explosion so strong that it will destroy the Earth completely. The Doctor and Companions battle against the Cybermen in an attempt to foil their plan. Someone pays the ultimate price to save the Earth and crew of the freighter.</p>,25,1982,N/A,8.8
"Time-Flight, Part One",19,23,"<p>The Doctor still dealing with Adric's death, lands the Tardis at London's Heathrow airport and soon becomes involved with a missing Concord SST.</p>",25,1982,N/A,9
"Time-Flight, Part Two",19,24,"<p>The Doctor's Tardis vanishes, while tracking it down the Doctor encounters a strange being named ""Kalid"" who seems to be in control of events.</p>",25,1982,N/A,8.8
"Time-Flight, Part Three",19,25,"<p>The Master commandeers the Doctors Tardis, leaving the Doctor behind to figure out what the alien artifact is.</p>",25,1982,N/A,8.5
"Time-Flight, Part Four",19,26,"<p>The Doctor partially works with The Master, the crew of the Concord jury rig the plane so they can take off with the Doctor's help. The Doctor follows The Master back to Heathrow airport. The Doctor announces that the temporal limiter The Master conned him out of will need replacing and that he is going to be stuck. Tegan gets accidentally left behind at Heathrow.</p>",25,1982,N/A,8.8
"Arc of Infinity, Part One",20,1,"<p>On Gallifrey, someone commits a treasonous act and transmits the Doctor's bio-extract from The Matrix to a unknown being. Meanwhile on Earth, two students spend the night in a underground crypt in Amsterdam and are attacked by a alien creature.</p>",25,1983,N/A,8.4
"Arc of Infinity, Part Two",20,2,"<p>With a anti-matter being trying to enter the universe through the Doctor, the Gallifreyan high council see's only one clear course of action. They decided to put the Doctor to death in order to prevent the occurrence.</p>",25,1983,N/A,8.4
"Arc of Infinity, Part Three",20,3,<p>The Council follows through with their death order and Omega holds the Doctor in Limbo. Commander Maxil discover's that Nyssa was right and the Doctors Bio-Extract had been transmitted from The Matrix.Tegan finds her cousin who is under alien control.</p>,25,1983,N/A,8.4
"Arc of Infinity, Part Four",20,4,"<p>The Doctor having returned to Earth, finds Omega's Tardis and is not able to prevent Omega's transfer upon arrival. Omega being of anti-matter and unstable is on the verge of destroying the planet in his attempt to regain a body.</p>",25,1983,N/A,8.4
"Snakedance, Part One",20,5,<p>The Tardis lands on the home world of the Sumaran civilization. The Doctor did not set the co-ordinates for the landing and discovers that Tegan did. He starts questioning if the Mara is still active inside of her from their previous adventure on the Kinda world.</p>,25,1983,Fiona Cumming,7.7
"Snakedance, Part Two",20,6,<p>The Doctor finds out about the legend of the Mara's return. Tegan goes into the cave and see's a Mara skull in one of the mirrors. Tegan summons Lon to her.</p>,25,1983,N/A,7.7
"Snakedance, Part Three",20,7,<p>Possessed Tegan and Lon try to find the location of the Great Crystal. The Doctor finds himself in prison with only Nyssa to get him out while Chela tells the Doctor about Dojjen and gives him Dojjen's journal.</p>,25,1983,Fiona Cumming,7.7
"Snakedance, Part Four",20,8,"<p>The Mara's plan is close to fruition, the Doctor comes to prevent the Mara from finalizing the plan with the knowledge that Dojjen imparted to him.</p>",25,1983,Fiona Cumming,7.8
"Mawdryn Undead, Part One",20,9,<p>The Black Guardian strikes a deal with a school student named Turlough to kill the Doctor. He promises him that he will take him back to his home planet if he does the job. Meanwhile The Doctor's Tardis is trapped by a hidden device near Turlough's school.</p>,25,1983,Peter Moffatt,8.8
"Mawdryn Undead, Part Two",20,10,<p>The Doctor is stranded on Earth in 1983 while Tegan and Nyssa are looking for him in 1977. Tegan and Nyssa encounter a injured man they believe to be the doctor. Both the Doctor And Tegan and Nyssa encounter Brigadier Lethbridge Stewart who seems to have no memory of The Doctor.</p>,25,1983,Peter Moffatt,9
"Mawdryn Undead, Part Three",20,11,<p>The Doctor travels to the orbiting spaceship with the Brigadier. Soon to discover a piece of Timelord technology on board the ship. Tegan and Turlough travel to the ship with their version of the Brigadier.</p>,25,1983,Peter Moffatt,8.8
"Mawdryn Undead, Part Four",20,12,<p>The Doctor is on the ship and his future looks bleak as he is about to loose all his Timelord abilities to the Mawdryn. Both the Brigadier's come in to the Mawdryns room with the Timelord artifact right as the transfer is starting.</p>,25,1983,Peter Moffatt,9
"Terminus, Part One",20,13,<p>Turlough sabotages the Tardis under the Black Guardian's direction and the Tardis materializes in the nearest ship. Nyssa is trapped in her room and has to escape into the spaceship the Tardis's emergency circuits have landed it on.</p>,25,1983,Mary Ridge,9
"Terminus, Part Two",20,14,"<p>The two people the Doctor meets who have broken into the ship realize that they are on Terminus, where people who have the Lazar disease are sent to die. The Doctor finds it strange that the ship is at the exact center of the universe.</p>",25,1983,Mary Ridge,8.8
"Terminus, Part Three",20,15,<p>The guards think the Doctor and those with him are investigators since they are not Lazars and are armed. Nyssa is taken off to be treated for the disease by the Garm.</p>,25,1983,N/A,9
"Terminus, Part Four",20,16,"<p>The Doctor discovers that the pilot had dumped the ships fuel billions of years ago and that the ship is going into another automatic fuel dump sequence because of the damaged engine. He determines that if the fuel gets dumped into space again, it will cause the destruction of the universe. Nyssa makes a decision that affects everyone.</p>",25,1983,N/A,9
"Enlightenment, Part One",20,17,<p>The Doctor receives a warning from the White Guardian and is given co-ordinates to materialize the Tardis at. He lands the Tardis on a ship Captained by one of the Eternals. A Clairvoyant race that never dies and plays games involving mortals to relieve their boredom.</p>,25,1983,Fiona Cumming,9
"Enlightenment, Part Two",20,18,<p>Captain Striker reveals to the Doctor that they are Eternal's and that they use ephemeral beings. The Black Guardian gets harsher with Turlough. The Captain takes the Tardis away from the Doctor.</p>,25,1983,Fiona Cumming,9
"Enlightenment, Part Three",20,19,<p>Captain Wrack rescues Turlough and see's his coming aboard as a opportunity to invite all the other Captains over and use their visit to her advantage.</p>,25,1983,Fiona Cumming,9
"Enlightenment, Part Four",20,20,<p>Captain Wrack sets Tegan up to destroy Striker and his ship without her knowing it. Tegan convinces Captain Wrack to send the Doctor back to Striker's ship where the Doctor works to foil her plot and defeat the Black Guardian.</p>,25,1983,Fiona Cumming,9
"The King's Demons, Part One",20,21,"<p>The Doctor lands the Tardis in 1215 England at the Castle of Ranulf Fitzwilliam in the middle of a jousting tournament and the Doctor is immediately hailed as a demon by the king. The Doctor finds this very suspicious. SPOILER ALERT: If you are watching this episode for the first time, wait until it is over to view the main cast as that will give some of the plot away.</p>",25,1983,Tony Virgo,9.3
"The King's Demons, Part Two",20,22,"<p>The Doctor having discovered that The Master is behind the false King, works to stop the Master from preventing the Magna Carta to be signed.</p>",25,1983,Tony Virgo,8.8
"Warriors of the Deep, Part One",21,1,"<p>The Doctor materializes the TARDIS inside a underwater military base in 2084 during wartime. The base is about to be attacked on two fronts, secret agents within and a unknown enemy outside of the base.</p>",25,1984,Pennant Roberts,8.8
"Warriors of the Deep, Part Two",21,2,"<p>Just as the doctor is starting to gain a tentative trust from the humans of the underwater military base, an unknown cruiser appears and the Doctor seems to recognize it and warns the humans not to fire upon it.</p>",25,1984,Pennant Roberts,9
"Warriors of the Deep, Part Three",21,3,"<p>While the Silurians and Sea Devils attack the bases air locks, the saboteurs take advantage of the distraction to go ahead with their own plans.</p><p></p>",25,1984,Pennant Roberts,9
"Warriors of the Deep, Part Four",21,4,<p>The Doctor is presented with a moral dilemma when Icthar reveals his plans to get rid of the human race so the Silurians can take back what was once theirs.</p>,25,1984,Pennant Roberts,9.3
"The Awakening, Part One",21,5,"<p>The TARDIS arrives in Little Hodcombe, Tegan wants to visit her Grandfather while they are there. Also, a war re-enactment is going on that starts to get more and more out of hand and realistic for unknown reasons.</p>",25,1984,Michael Owen Morris,9.5
"The Awakening, Part Two",21,6,<p>The Malus is forcing the towns people to preform the re-enactment for real as it needs the psychic forces created by the suffering of war to feed off of and recharge it's energies. It is up to the Doctor to prevent the Malus plans from reaching fruition.</p>,25,1984,Michael Owen Morris,9
"Frontios, Part One",21,7,"<p>In the far distant future, the few remaining survivors of the human race struggle to survive on the planet Frontios. The Doctor states that the Laws of time do not allow him to have contact because the survivors must go their own way without outside intervention at this key point in time.A meteor storm hits the planet and starts to drag the TARDIS down with it, the Doctor is unable to stop the TARDIS from making a emergency landing.</p>",25,1984,Ron Jones,9.5
"Frontios, Part Two",21,8,"<p>The Doctor works to help the injured colonist, Tegan discovers a file in a closed drawer called ""Deaths Unaccountable"". Meanwhile, Plantagenate works to convict the Doctor of being the source of the attacks on Frontios.</p>",25,1984,Ron Jones,9.3
"Frontios, Part Three",21,9,"<p>Turlough starts to regain ancestral memories of the Tractators, the Doctor having discovered the Tractators works to discover what their plan is.</p>",25,1984,Ron Jones,9.3
"Frontios, Part Four",21,10,,25,1984,Ron Jones,9.3
"Resurrection of the Daleks, Part One",21,11,<p>The Doctor starts having problems navigating the TARDIS through the space-time vortex and ends up on Earth in the future where strange events are going on with imitation police officers and soldiers from the future.</p>,50,1984,Matthew Robinson,9
"Resurrection of the Daleks, Part Two",21,12,<p>The Daleks capture the Doctor and plan to duplicate him and his companions as part of their plan to attack the high Council of Gallifrey. Davros starts converting Daleks and their helpers over to his control.</p>,50,1984,Matthew Robinson,9
"Planet of Fire, Part One",21,13,<p>The Tardis receives a distress signal and at the same time Kamelion seems to be having problems while linked into the Tardis. Following the distress signal the Doctor arrives on Lanzarote and Turlough rescues Peri. Turlough seems to know where the distress signal is coming from.</p>,25,1984,Fiona Cumming,9.3
"Planet of Fire, Part Two",21,14,<p>The Master strengthens his control over Kamelion in order to be able to complete his goals and tries to get Peri under his control.</p>,25,1984,Fiona Cumming,9
"Planet of Fire, Part Three",21,15,"<p>Turlough is taken to his fathers ship, the Doctor and The Master battle for control of Kamelion so The Master can go through with his plan.</p>",25,1984,Fiona Cumming,9
"Planet of Fire, Part Four",21,16,"<p>In order to complete his plan to bring himself back to full size after his accident with his tissue compression eliminator, The Master tries to destroy the Doctor. Turlough makes a decision and tells the Doctor why he was exiled to Earth.</p>",25,1984,Fiona Cumming,9
"The Caves of Androzani, Part One",21,17,<p>The Doctor lands on one of the twin planets of Androzani where he along with Peri are mistaken for gun runners and sentenced to death.</p>,25,1984,Graeme Harper,8.8
"The Caves of Androzani, Part Two",21,18,"<p>Sharez Jek and his androids save the Doctor and Peri from execution when he rescues them. Then he takes a shine to Peri and wants her with him forever. Later the Doctor and Peri find out they are dying from Spectrox Toxemia, having been poisoned when they handled the Spectrox nest upon first entering the cave system.</p>",25,1984,Graeme Harper,8.8
"The Caves of Androzani, Part Three",21,19,"<p>The Doctor escapes the Mag,a creature and is taken prisoner by the gun runners; The real Salateen takes Peri back to General Challek and is then kidnapped again by Sharaz Jek.</p>",25,1984,Graeme Harper,9
"The Caves of Androzani, Part Four",21,20,,25,1984,Graeme Harper,9
"The Twin Dilemma, Part One",21,21,<p>The twin human children Romulus and Remus are kidnapped by the mysterious professor Edgeworth. The Children appear to be genius's. Meanwhile the Doctor seems to be having stability problems with his new regeneration and is acting erratically.</p>,25,1984,Peter Moffatt,8
"The Twin Dilemma, Part Two",21,22,<p>The Doctor and Perry arrive at the facility on Titan 3 where Romulus and Remus are being held. The Doctor is taken prisoner by one of the Professors guards. When the Doctor is brought to the professor he recognizes him as Azmael the Master of Jaconda.</p>,25,1984,Peter Moffatt,8.3
"The Twin Dilemma, Part Three",21,23,"<p>The Doctor, Peri and Hugo Lang arrive on Jaconda only to discover the massive devastation that the planet has suffered. Azmael is told about the destruction of the Titan 3 outpost.</p>",25,1984,Peter Moffatt,7.8
"The Twin Dilemma, Part Four",21,24,"<p>The Doctor attempts to halt Mestor's true plan for the planet of Jaconda, Azmael has a decision to make for his world.</p>",25,1984,Peter Moffatt,7.8
"Attack of the Cybermen, Part One",22,1,"<p>The Doctor and Peri investigate strange signals, in the process, The Tardis lands at the spot where it all began. I.M. Formemans junk yard on Totters Lane. The Doctor is followed by some odd policemen. After landing, he works on the TARDIS's Chameleon circuit and the TARDIS starts to change shape but seems to have a bit of trouble blending in after such a long time of not working.</p>",45,1985,Matthew Robinson,8.6
"Attack of the Cybermen, Part Two",22,2,<p>The Doctor discovers that the Cybermen are involved with the strange distress signal. Peri and the Doctor discover who Lytton is working for and do their best to keep the Cybermen from gaining time travel.</p>,45,1985,Matthew Robinson,8.4
"Vengeance on Varos, Part One",22,3,"<p>After having power supply problems with the TARDIS, the Doctor and Peri land on the planet Varos where their leaders are punished by the citizens on National television when they are displeased with the leaders actions. The Doctor quickly becomes a fugitive.</p>",45,1985,Ron Jones,9
"Vengeance on Varos, Part Two",22,4,,45,1985,N/A,9
"The Mark of the Rani, Part One",22,5,,45,1985,Sarah Hellings,8.8
"The Mark of the Rani, Part Two",22,6,,45,1985,Sarah Hellings,8.5
"The Two Doctors, Part One",22,7,,45,1985,Peter Moffatt,9
"The Two Doctors, Part Two",22,8,,45,1985,Peter Moffatt,8.8
"The Two Doctors, Part Three",22,9,,45,1985,Peter Moffatt,8.8
"Timelash, Part One",22,10,<p>The Doctor and Peri are drawn into a Time Corridor and end up on the planet Karfel where the 3rd Doctor once visited. While there he meets a leader who seems to enjoy war and a strange man named Herbert.</p>,45,1985,Pennant Roberts,8.5
"Timelash, Part Two",22,11,"<p>The Doctor confronts the Borad and try's to deal with his plot to take over the world and eradicate human life. Later, the Doctor and Mel find out who Herbert really is.</p>",45,1985,Pennant Roberts,8.3
"Revelation of the Daleks, Part One",22,12,,45,1985,Graeme Harper,8.5
"Revelation of the Daleks, Part Two",22,13,,45,1985,Graeme Harper,8.5
"The Trial of a Time Lord, Part One (The Mysterious Planet)",23,1,"<p>The Doctor is taken to a Time Lord space Station and put on trial for his life. The Valeyard uses past examples of the Doctors activities taken from 'The Matrix', the repository of all Gallifreyan knowledge to show how the Doctor has interfered with other worlds. In this installment of the Trial story Arc, The Doctor's visit to the planet Ravalox is told and how he interfered with the indigenous population of that world when he saved it from a devastating explosion.</p>",25,1986,Nicholas Mallett,8.5
